host_response_time,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,Wifi,tv,Internet,Kitchen,Heating,Washer,Refrigerator,Dishwasher,Dryer,Microwave,Stove
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,171,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,160,1,1,0,0,1,0,1,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,180,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,90,1,0,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Brooklyn,Private room,1,1,1,45,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,76,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,270,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,60,1,0,0,1,1,1,0,1,1,1,1
a few days or more,0,0,0,Queens,Private room,1,1,2,61,1,1,0,1,1,0,0,0,0,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,3,125,1,1,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,72,1,0,0,0,1,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,70,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,0,1,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,232,1,0,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,140,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,168,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,125,1,0,0,1,1,1,1,1,0,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,175,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,3,192,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,58,1,1,0,1,1,0,1,0,1,0,1
within a few hours,0,0,0,Queens,Private room,1,1,1,30,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,129,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Queens,Entire home/apt,1,2,2,95,0,0,0,1,0,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Private room,1,1,3,75,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,165,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,2,146,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Private room,1,1,1,115,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,80,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,125,1,0,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,179,1,0,0,1,1,0,1,0,0,1,0
Unknown,0,0,0,Queens,Private room,1,1,1,59,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,62,1,1,0,1,1,0,1,0,1,0,0
within a day,0,0,0,Queens,Entire home/apt,1,1,1,140,1,1,0,1,1,1,0,0,1,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1,1,1,280,1,1,0,1,0,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,63,1,1,0,1,1,1,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Private room,1,1,1,47,1,1,0,0,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,67,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,125,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,150,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,95,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,109,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,2,155,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,3,0,190,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,145,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,600,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1.5,3,4,650,1,1,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,3,2,2,210,1,1,0,1,1,1,1,0,1,1,0
within an hour,0,0,0,Brooklyn,Private room,1,1,2,49,1,0,0,1,1,0,0,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,2,299,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,100,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1.5,2,4,115,1,1,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,80,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,40,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,85,1,0,0,1,0,0,0,0,0,0,0
a few days or more,0,0,0,Manhattan,Entire home/apt,1.5,1,0,156,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,0,178,1,0,0,1,1,0,1,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,119,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,85,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Shared room,1,1,1,49,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,319,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,120,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,3,69,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,0,95,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,62,1,1,0,0,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,1,1,171,1,0,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1.5,1,0,175,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,75,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,106,1,0,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,69,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,119,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1.5,3,4,550,1,1,0,1,1,1,1,1,1,1,1
a few days or more,0,0,0,Manhattan,Private room,1,1,1,130,1,1,0,1,1,1,1,1,1,1,0
within a day,0,0,0,Queens,Private room,1,1,1,69,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Queens,Entire home/apt,1,2,4,164,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,90,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,125,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Private room,2,1,1,100,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,92,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,140,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,110,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,285,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,109,1,1,0,1,1,1,1,1,0,1,1
a few days or more,0,0,0,Queens,Shared room,1,1,5,250,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Queens,Private room,1,1,1,50,1,1,0,0,1,0,0,0,0,0,0
a few days or more,0,0,0,Manhattan,Private room,1,1,1,100,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,140,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,200,1,1,0,1,1,0,0,0,0,1,0
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,100,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,2,2,2,220,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,99,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Shared room,1,1,2,29,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,400,0,0,0,0,0,0,0,0,0,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,0,46,1,1,0,1,1,0,1,0,0,0,1
within a few hours,0,0,0,Manhattan,Private room,1,1,1,59,1,1,0,1,1,0,1,0,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,2,125,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,2,70,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,292,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,3,3,175,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,67,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,120,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,0,1,0,175,1,1,0,1,1,1,1,1,0,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Brooklyn,Entire home/apt,2,2,2,300,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,110,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,2,6,120,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,146,1,1,0,0,1,0,1,0,1,1,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,2,8,120,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,115,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,3,128,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Queens,Private room,2.5,1,0,49,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,200,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,35,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,69,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,150,1,0,0,1,1,0,1,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,2,130,1,1,0,1,1,1,1,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,2,4,4,1200,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,109,1,1,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,95,1,0,0,0,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,100,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,195,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,2,1,2,310,1,0,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,145,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Staten Island,Private room,1,1,2,89,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,1,110,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,280,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,84,1,1,0,1,1,1,1,1,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,275,1,1,0,1,1,0,1,0,0,1,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,140,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,3,150,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,3,150,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Private room,1,1,1,78,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,50,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,250,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,200,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Staten Island,Shared room,1,1,1,89,1,1,0,0,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Private room,1.5,1,3,34,1,1,0,1,1,0,1,0,0,1,0
within a day,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,2,61,1,1,0,1,1,0,0,0,1,0,0
a few days or more,0,0,0,Queens,Entire home/apt,2,4,4,200,1,1,0,1,0,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,249,1,1,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Bronx,Private room,2,1,1,54,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,39,1,0,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Private room,1,1,1,59,1,0,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,68,1,1,0,1,1,1,1,0,1,1,1
within a few hours,0,0,0,Brooklyn,Private room,1,1,1,115,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,3,60,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,70,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,0,257,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Manhattan,Private room,1,1,1,49,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Queens,Private room,1,1,1,40,1,0,0,1,1,0,1,0,1,0,1
within a day,0,0,0,Brooklyn,Entire home/apt,2,2,2,159,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,2,120,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,175,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,0,65,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,1,2,2,120,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,74,1,0,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,96,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,75,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,149,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,2,3,5,250,1,1,0,1,1,1,1,0,1,1,0
a few days or more,0,0,0,Manhattan,Private room,1,1,1,130,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,239,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,275,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Manhattan,Private room,1,1,1,92,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,98,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1.5,1,0,31,1,1,0,1,1,1,1,1,0,1,1
within an hour,0,0,0,Brooklyn,Private room,1.5,1,1,30,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,160,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Private room,1,2,2,115,1,0,0,0,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,56,1,1,0,1,1,0,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Private room,1.5,1,1,99,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,2,2,112,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,2,2,3,490,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Brooklyn,Entire home/apt,1.5,1,1,199,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,104,1,1,0,0,1,1,1,0,1,1,0
within a day,0,0,0,Queens,Entire home/apt,1,2,2,165,1,1,0,1,1,1,1,1,1,1,1
within a few hours,0,0,0,Brooklyn,Entire home/apt,1.5,1,1,180,1,1,0,1,1,1,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,138,1,1,0,1,1,1,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,115,1,0,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Bronx,Private room,1,1,1,48,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,0,314,1,1,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,95,1,0,0,1,0,0,0,0,0,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,1,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1.5,2,3,134,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,2,1,1,200,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,129,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Private room,1,1,1,100,1,1,0,1,1,0,1,0,1,0,1
within an hour,0,0,0,Manhattan,Private room,1,2,3,57,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,93,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Entire home/apt,1,2,2,185,1,1,0,1,1,0,1,0,1,1,1
a few days or more,0,0,0,Brooklyn,Entire home/apt,2,2,2,196,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Private room,1,1,1,106,1,1,0,1,1,1,1,0,1,1,1
within a day,0,0,0,Brooklyn,Private room,1,1,0,607,1,0,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Manhattan,Private room,0,1,2,108,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,83,1,0,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,2,55,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Manhattan,Private room,2,1,1,99,1,1,0,1,0,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1.5,1,1,35,1,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Private room,2,1,1,50,1,0,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Brooklyn,Entire home/apt,2,1,4,450,1,0,0,1,1,1,0,0,1,0,0
within a day,0,0,0,Queens,Private room,1,1,2,88,1,1,0,1,1,1,1,0,1,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,125,1,1,0,0,1,0,1,0,1,0,0
within an hour,0,0,0,Queens,Private room,1,1,2,35,1,1,0,0,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,48,1,0,0,0,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,2,2,4,360,1,1,0,1,1,1,1,1,1,1,1
within a day,0,0,0,Manhattan,Shared room,0,1,1,37,1,1,0,0,0,0,1,0,0,1,0
Unknown,0,0,0,Brooklyn,Private room,1,1,1,92,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,151,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,250,0,0,0,0,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,164,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,72,1,0,0,1,1,1,1,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,192,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,225,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,199,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,5,60,1,1,0,1,1,0,1,0,0,1,1
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,180,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Private room,1,1,1,45,1,1,0,1,1,0,1,0,1,1,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,199,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,95,1,1,0,1,1,0,1,0,1,1,1
within an hour,0,0,0,Bronx,Private room,1,1,1,69,1,1,0,1,1,0,1,0,1,1,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,2,179,1,0,0,1,1,0,0,0,0,0,0
within a day,0,0,0,Brooklyn,Entire home/apt,1,1,2,201,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,2,2,475,1,1,0,1,1,0,0,0,0,0,0
within an hour,0,0,0,Brooklyn,Private room,1,1,1,60,1,0,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,120,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1.5,1,1,76,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,140,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,115,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,2,63,1,1,0,0,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Entire home/apt,1,1,1,139,1,1,0,1,1,0,1,0,1,0,1
Unknown,0,0,0,Brooklyn,Entire home/apt,1,1,1,69,1,0,0,1,1,1,1,1,1,1,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,205,1,0,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,160,1,1,0,1,1,1,0,0,1,0,0
within a few hours,0,0,0,Manhattan,Entire home/apt,1,2,4,150,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Brooklyn,Private room,1,1,1,81,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,2,1,1,65,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,149,1,1,0,1,1,1,1,1,1,0,1
within a few hours,0,0,0,Manhattan,Entire home/apt,1,1,1,68,1,1,0,1,1,1,1,0,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,0.5,1,1,150,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,90,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,246,1,1,0,1,1,0,0,0,1,0,0
within an hour,0,0,0,Manhattan,Shared room,1,1,2,61,1,1,0,1,1,0,0,0,0,0,0
within a few hours,0,0,0,Manhattan,Private room,1,2,2,130,1,1,0,1,1,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Private room,1,1,1,50,1,0,0,1,1,1,1,0,1,0,1
within an hour,0,0,0,Brooklyn,Private room,1,1,1,75,1,1,0,1,1,1,1,1,1,0,1
within an hour,0,0,0,Brooklyn,Entire home/apt,1,1,1,150,1,1,0,1,1,0,1,0,1,1,1
within a day,0,0,0,Manhattan,Private room,1,1,1,55,1,0,0,1,1,0,1,0,0,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,2,2,2,550,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,150,1,1,0,1,1,0,0,0,1,1,0
within an hour,0,0,0,Manhattan,Entire home/apt,1.5,1,1,94,1,1,0,1,1,1,1,1,1,1,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,2,225,1,1,0,1,1,0,0,0,1,0,0
Unknown,0,0,0,Manhattan,Private room,1,2,0,1700,0,0,0,1,0,0,0,0,0,0,0
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,299,1,1,0,1,1,1,0,0,1,0,0
Unknown,0,0,0,Brooklyn,Entire home/apt,1,2,4,99,1,1,0,0,1,0,0,0,1,0,0
within a day,0,0,0,Brooklyn,Private room,1,1,1,55,1,0,0,1,1,1,1,1,1,0,1
Unknown,0,0,0,Manhattan,Entire home/apt,1,1,1,139,1,1,0,1,1,0,0,0,1,0,0
